1;1;0.0023;0.0003;100.0;518.67;643.02;1585.29;1398.21;14.62;21.61;553.90;2388.04;9050.17;1.30;47.20;521.72;2388.03;8125.55;84.052;0.03;392;2388;100.00;38.86;233.735
1;2;-0.0027;-0.0003;100.0;518.67;641.71;1588.45;1395.42;14.62;21.61;554.85;2388.01;9054.42;1.30;47.50;522.16;2388.06;8139.62;83.803;0.03;393;2388;100.00;39.02;233.916
1;3;0.0003;0.0001;100.0;518.67;642.46;1586.94;1401.34;14.62;21.61;554.11;2388.05;9056.96;1.30;47.50;521.97;2388.03;8130.10;84.441;0.03;393;2388;100.00;39.08;234.166
1;4;0.0042;0.0000;100.0;518.67;642.44;1584.12;1406.42;14.62;21.61;554.07;2388.03;9045.29;1.30;47.28;521.38;2388.05;8132.90;83.917;0.03;391;2388;100.00;39.00;233.737
1;5;0.0014;0.0000;100.0;518.67;642.51;1587.19;1401.92;14.62;21.61;554.16;2388.01;9044.55;1.30;47.31;522.15;2388.03;8129.54;84.031;0.03;390;2388;100.00;38.99;234.130
1;6;0.0012;0.0003;100.0;518.67;642.11;1579.12;1395.13;14.62;21.61;554.22;2388.00;9050.96;1.30;47.26;521.92;2388.08;8127.46;84.238;0.03;392;2388;100.00;38.91;233.467
1;7;-0.0000;0.0002;100.0;518.67;642.11;1583.34;1404.84;14.62;21.61;553.89;2388.05;9051.39;1.30;47.31;522.01;2388.06;8134.97;83.914;0.03;391;2388;100.00;38.85;233.952
1;8;0.0006;-0.0000;100.0;518.67;642.54;1580.89;1400.89;14.62;21.61;553.59;2388.05;9052.86;1.30;47.21;522.09;2388.06;8125.93;84.213;0.03;393;2388;100.00;39.05;233.224
1;9;-0.0036;0.0000;100.0;518.67;641.88;1593.29;1412.28;14.62;21.61;554.49;2388.06;9048.55;1.30;47.37;522.03;2388.05;8134.15;84.353;0.03;391;2388;100.00;39.10;234.521
1;10;-0.0025;-0.0001;100.0;518.67;642.07;1585.25;1398.64;14.62;21.61;554.28;2388.04;9051.95;1.30;47.14;522.00;2388.06;8134.08;84.093;0.03;391;2388;100.00;38.87;233.820
1;11;0.0007;-0.0004;100.0;518.67;642.04;1581.03;1403.83;14.62;21.61;554.69;2388.04;9051.67;1.30;47.23;521.95;2388.06;8132.38;83.919;0.03;391;2388;100.00;39.06;233.609
1;12;0.0026;0.0003;100.0;518.67;642.54;1587.43;1397.82;14.62;21.61;554.35;2388.02;9050.02;1.30;47.27;522.01;2388.06;8132.33;83.984;0.03;391;2388;100.00;39.11;233.845
1;13;-0.0056;0.0003;100.0;518.67;641.94;1589.09;1403.94;14.62;21.61;554.04;2388.02;9045.67;1.30;47.35;522.37;2388.03;8131.12;84.166;0.03;392;2388;100.00;39.08;233.677
1;14;0.0017;-0.0004;100.0;518.67;642.23;1583.16;1402.88;14.62;21.61;554.66;2388.03;9045.30;1.30;47.24;521.95;2388.06;8130.30;84.293;0.03;392;2388;100.00;39.03;234.572
1;15;-0.0003;-0.0003;100.0;518.67;642.50;1584.81;1398.79;14.62;21.61;554.15;2388.00;9052.59;1.30;47.35;521.38;2388.00;8133.62;84.163;0.03;392;2388;100.00;39.04;233.672
1;16;-0.0018;0.0003;100.0;518.67;642.32;1584.51;1407.76;14.62;21.61;553.82;2388.10;9041.94;1.30;47.39;522.16;2388.10;8133.83;84.300;0.03;390;2388;100.00;38.87;233.484
1;17;0.0014;0.0002;100.0;518.67;642.19;1582.70;1404.12;14.62;21.61;554.42;2388.06;9045.85;1.30;47.27;522.09;2388.02;8126.78;84.577;0.03;391;2388;100.00;39.09;233.409
1;18;0.0035;0.0001;100.0;518.67;642.59;1586.53;1403.69;14.62;21.61;553.50;2388.04;9048.12;1.30;47.44;522.14;2388.06;8133.22;84.323;0.03;391;2388;100.00;38.96;234.481
1;19;0.0029;0.0001;100.0;518.67;642.43;1585.58;1402.30;14.62;21.61;553.87;2388.01;9046.90;1.30;47.25;522.06;2388.01;8129.31;83.892;0.03;391;2388;100.00;39.06;233.809
1;20;0.0011;-0.0001;100.0;518.67;642.61;1587.78;1400.70;14.62;21.61;554.31;2388.05;9041.12;1.30;47.46;522.28;2388.05;8128.59;84.099;0.03;392;2388;100.00;39.00;233.325
1;21;0.0038;-0.0002;100.0;518.67;642.70;1583.30;1399.20;14.62;21.61;554.42;2388.05;9053.73;1.30;47.36;522.05;2388.11;8126.86;84.174;0.03;392;2388;100.00;38.96;234.025
1;22;0.0012;0.0001;100.0;518.67;642.45;1582.78;1404.06;14.62;21.61;553.43;2388.00;9046.45;1.30;47.26;521.41;2388.04;8128.89;84.557;0.03;392;2388;100.00;38.94;233.770
1;23;0.0009;-0.0000;100.0;518.67;642.12;1587.51;1395.09;14.62;21.61;555.07;2388.04;9052.06;1.30;47.19;522.00;2388.06;8130.97;84.116;0.03;393;2388;100.00;39.10;233.186
1;24;-0.0006;-0.0001;100.0;518.67;642.32;1594.29;1400.15;14.62;21.61;553.27;2388.07;9043.32;1.30;47.29;522.06;2388.12;8130.70;84.074;0.03;393;2388;100.00;38.94;233.971
1;25;0.0028;-0.0003;100.0;518.67;642.25;1582.43;1400.23;14.62;21.61;553.76;2388.11;9043.80;1.30;47.37;522.26;2388.08;8128.65;84.007;0.03;393;2388;100.00;38.96;233.785
1;26;0.0047;-0.0005;100.0;518.67;642.48;1583.28;1408.07;14.62;21.61;554.59;2388.08;9053.43;1.30;47.33;521.95;2388.07;8129.12;83.949;0.03;391;2388;100.00;38.77;233.557
1;27;-0.0007;0.0001;100.0;518.67;642.08;1586.65;1400.31;14.62;21.61;554.35;2388.09;9046.10;1.30;47.34;521.82;2388.02;8127.24;84.494;0.03;392;2388;100.00;38.87;233.931
1;28;0.0022;0.0005;100.0;518.67;641.93;1594.25;1401.29;14.62;21.61;553.56;2388.07;9055.56;1.30;47.05;521.84;2388.07;8134.89;84.470;0.03;392;2388;100.00;38.83;233.502
1;29;0.0014;0.0001;100.0;518.67;641.95;1587.15;1398.11;14.62;21.61;554.15;2388.08;9046.11;1.30;47.42;522.39;2388.07;8133.13;84.212;0.03;392;2388;100.00;39.02;233.621
1;30;-0.0025;0.0004;100.0;518.67;642.79;1585.72;1400.97;14.62;21.61;554.10;2388.09;9047.45;1.30;47.40;521.78;2388.10;8134.79;84.110;0.03;391;2388;100.00;39.09;234.069
1;31;-0.0006;0.0004;100.0;518.67;642.58;1581.22;1398.91;14.62;21.61;554.42;2388.08;9056.40;1.30;47.23;521.79;2388.06;8130.11;84.024;0.03;393;2388;100.00;38.81;233.552
2;1;-0.0009;0.0004;100.0;518.67;642.66;1589.30;1407.16;14.62;21.61;553.14;2388.10;9040.20;1.30;47.43;521.62;2388.14;8129.59;84.283;0.03;392;2388;100.00;39.00;233.923
2;2;-0.0011;0.0002;100.0;518.67;642.51;1588.43;1405.47;14.62;21.61;553.53;2388.07;9053.77;1.30;47.45;522.02;2388.08;8120.05;84.414;0.03;393;2388;100.00;38.84;232.902
2;3;0.0002;0.0003;100.0;518.67;642.58;1595.60;1410.86;14.62;21.61;553.34;2388.13;9036.57;1.30;47.45;521.29;2388.08;8126.75;83.804;0.03;394;2388;100.00;39.02;234.064
2;4;0.0025;0.0001;100.0;518.67;642.31;1583.43;1408.23;14.62;21.61;554.15;2388.14;9047.06;1.30;47.42;521.57;2388.06;8129.91;84.342;0.03;393;2388;100.00;38.82;234.699
2;5;0.0004;-0.0004;100.0;518.67;642.77;1585.03;1407.60;14.62;21.61;553.98;2388.13;9043.96;1.30;47.47;521.59;2388.11;8127.01;84.247;0.03;392;2388;100.00;38.81;233.895
2;6;-0.0008;-0.0003;100.0;518.67;642.50;1579.87;1402.27;14.62;21.61;553.79;2388.11;9042.51;1.30;47.60;521.80;2388.06;8128.82;84.182;0.03;392;2388;100.00;38.78;232.688
2;7;0.0019;0.0000;100.0;518.67;642.63;1594.28;1405.38;14.62;21.61;553.56;2388.14;9050.22;1.30;47.52;520.97;2388.07;8127.07;84.113;0.03;393;2388;100.00;38.75;235.222
2;8;0.0015;0.0003;100.0;518.67;642.61;1583.23;1404.58;14.62;21.61;553.16;2388.07;9050.66;1.30;47.41;521.72;2388.15;8134.66;84.430;0.03;391;2388;100.00;38.79;232.240
2;9;-0.0022;0.0003;100.0;518.67;642.28;1588.74;1407.54;14.62;21.61;553.25;2388.09;9051.36;1.30;47.47;521.48;2388.08;8131.51;84.459;0.03;392;2388;100.00;38.71;232.730
2;10;0.0021;0.0004;100.0;518.67;642.53;1590.87;1406.04;14.62;21.61;553.45;2388.12;9053.96;1.30;47.47;521.09;2388.10;8123.71;84.211;0.03;392;2388;100.00;38.92;233.399
2;11;-0.0010;0.0000;100.0;518.67;642.57;1594.61;1407.53;14.62;21.61;553.65;2388.08;9044.28;1.30;47.37;521.25;2388.12;8124.59;83.784;0.03;392;2388;100.00;38.81;233.423
2;12;0.0022;-0.0001;100.0;518.67;642.70;1599.04;1412.05;14.62;21.61;553.66;2388.12;9051.27;1.30;47.64;521.43;2388.08;8130.06;83.877;0.03;392;2388;100.00;38.79;232.849
2;13;0.0034;0.0001;100.0;518.67;642.35;1583.94;1402.56;14.62;21.61;553.64;2388.13;9044.51;1.30;47.39;521.30;2388.10;8128.62;84.313;0.03;393;2388;100.00;38.90;233.169
2;14;-0.0013;0.0000;100.0;518.67;642.46;1589.62;1402.63;14.62;21.61;552.55;2388.17;9047.88;1.30;47.53;522.15;2388.04;8127.22;84.346;0.03;393;2388;100.00;38.93;233.479
2;15;-0.0009;0.0000;100.0;518.67;642.33;1582.15;1398.72;14.62;21.61;553.47;2388.10;9042.90;1.30;47.65;521.55;2388.15;8124.90;84.290;0.03;394;2388;100.00;38.87;233.930
2;16;0.0018;-0.0002;100.0;518.67;642.54;1588.49;1401.46;14.62;21.61;554.01;2388.15;9046.42;1.30;47.32;521.59;2388.12;8128.06;84.817;0.03;393;2388;100.00;38.86;233.610
2;17;-0.0012;0.0005;100.0;518.67;641.91;1583.24;1408.27;14.62;21.61;554.54;2388.05;9047.39;1.30;47.53;521.39;2388.07;8132.92;84.357;0.03;392;2388;100.00;38.71;232.601
2;18;0.0005;0.0001;100.0;518.67;642.45;1596.19;1403.20;14.62;21.61;553.64;2388.12;9049.76;1.30;47.30;521.52;2388.09;8127.02;84.451;0.03;392;2388;100.00;38.83;232.268
2;19;0.0005;-0.0000;100.0;518.67;642.37;1595.07;1405.63;14.62;21.61;553.73;2388.14;9041.39;1.30;47.40;521.87;2388.08;8130.19;84.992;0.03;392;2388;100.00;38.77;233.142
2;20;0.0039;0.0004;100.0;518.67;642.72;1589.15;1400.69;14.62;21.61;553.51;2388.12;9048.61;1.30;47.55;521.43;2388.15;8129.88;84.578;0.03;393;2388;100.00;38.77;232.495
2;21;-0.0038;-0.0003;100.0;518.67;642.32;1590.72;1402.40;14.62;21.61;553.30;2388.08;9047.49;1.30;47.62;521.44;2388.12;8134.08;84.513;0.03;394;2388;100.00;38.89;233.836
2;22;0.0005;0.0003;100.0;518.67;642.44;1585.48;1412.69;14.62;21.61;554.22;2388.05;9052.75;1.30;47.54;522.09;2388.09;8126.33;84.271;0.03;393;2388;100.00;38.88;232.475
2;23;-0.0003;0.0003;100.0;518.67;642.69;1591.13;1407.82;14.62;21.61;553.75;2388.15;9048.31;1.30;47.33;522.12;2388.11;8126.07;84.435;0.03;393;2388;100.00;39.01;233.193
2;24;0.0010;-0.0004;100.0;518.67;643.17;1590.83;1408.84;14.62;21.61;553.43;2388.10;9054.48;1.30;47.45;521.66;2388.11;8137.07;84.307;0.03;392;2388;100.00;39.03;232.738
2;25;0.0014;-0.0004;100.0;518.67;643.33;1590.17;1404.70;14.62;21.61;553.24;2388.04;9052.54;1.30;47.52;521.62;2388.12;8133.08;84.306;0.03;392;2388;100.00;38.86;233.787
2;26;0.0012;0.0001;100.0;518.67;642.51;1587.04;1408.29;14.62;21.61;552.70;2388.16;9054.46;1.30;47.46;520.62;2388.10;8129.67;84.081;0.03;392;2388;100.00;38.93;232.403
2;27;-0.0009;0.0004;100.0;518.67;642.54;1596.98;1408.70;14.62;21.61;553.30;2388.16;9052.56;1.30;47.53;521.63;2388.11;8127.87;84.669;0.03;393;2388;100.00;38.82;232.959
2;28;-0.0008;-0.0000;100.0;518.67;642.16;1592.33;1404.59;14.62;21.61;553.75;2388.12;9044.30;1.30;47.47;521.19;2388.08;8129.68;84.276;0.03;393;2388;100.00;38.76;233.570
2;29;-0.0015;-0.0004;100.0;518.67;642.43;1581.85;1401.94;14.62;21.61;553.82;2388.10;9048.68;1.30;47.37;521.15;2388.12;8124.70;84.347;0.03;394;2388;100.00;39.00;233.035
2;30;0.0015;0.0004;100.0;518.67;642.75;1583.78;1409.97;14.62;21.61;553.58;2388.12;9043.57;1.30;47.49;521.74;2388.11;8132.58;84.629;0.03;393;2388;100.00;38.93;233.048
2;31;0.0003;0.0002;100.0;518.67;642.77;1591.32;1402.47;14.62;21.61;553.46;2388.11;9045.86;1.30;47.53;521.41;2388.13;8129.54;84.312;0.03;394;2388;100.00;38.74;233.065
2;32;0.0032;0.0002;100.0;518.67;642.78;1594.31;1416.93;14.62;21.61;553.78;2388.16;9055.90;1.30;47.51;521.48;2388.11;8129.92;84.061;0.03;394;2388;100.00;38.74;233.139
2;33;-0.0006;-0.0003;100.0;518.67;642.53;1592.58;1405.06;14.62;21.61;553.85;2388.09;9048.95;1.30;47.49;521.41;2388.06;8127.13;84.163;0.03;395;2388;100.00;39.02;233.074
2;34;-0.0033;0.0001;100.0;518.67;642.43;1582.25;1409.15;14.62;21.61;554.02;2388.13;9048.31;1.30;47.54;521.87;2388.09;8126.81;84.476;0.03;392;2388;100.00;38.97;232.535
2;35;-0.0033;-0.0001;100.0;518.67;642.89;1597.36;1402.02;14.62;21.61;553.64;2388.09;9048.35;1.30;47.42;521.99;2388.14;8124.10;84.593;0.03;393;2388;100.00;38.87;233.074
2;36;-0.0017;0.0001;100.0;518.67;642.23;1584.89;1407.87;14.62;21.61;553.22;2388.12;9050.91;1.30;47.48;521.46;2388.12;8131.65;84.211;0.03;393;2388;100.00;38.84;232.243
2;37;0.0004;-0.0001;100.0;518.67;643.20;1581.90;1404.83;14.62;21.61;553.61;2388.11;9047.66;1.30;47.19;521.74;2388.16;8135.15;84.178;0.03;393;2388;100.00;39.02;232.880
2;38;-0.0029;-0.0001;100.0;518.67;642.62;1588.47;1401.81;14.62;21.61;553.29;2388.10;9048.89;1.30;47.50;521.35;2388.12;8127.19;84.541;0.03;393;2388;100.00;38.81;233.641
2;39;0.0002;0.0004;100.0;518.67;642.98;1591.62;1405.46;14.62;21.61;553.49;2388.10;9049.71;1.30;47.58;521.75;2388.13;8128.53;84.363;0.03;394;2388;100.00;38.67;233.072
2;40;0.0023;0.0003;100.0;518.67;642.65;1590.33;1407.82;14.62;21.61;553.68;2388.16;9051.07;1.30;47.47;521.91;2388.12;8127.59;84.190;0.03;393;2388;100.00;38.74;233.693
2;41;-0.0001;-0.0002;100.0;518.67;642.78;1595.98;1405.79;14.62;21.61;553.44;2388.08;9042.03;1.30;47.44;521.47;2388.10;8125.49;84.247;0.03;393;2388;100.00;38.82;233.411
2;42;-0.0039;-0.0002;100.0;518.67;642.74;1586.43;1409.10;14.62;21.61;553.91;2388.09;9045.09;1.30;47.45;521.51;2388.14;8126.66;84.788;0.03;393;2388;100.00;38.88;232.196
2;43;0.0014;0.0001;100.0;518.67;642.82;1588.40;1405.06;14.62;21.61;553.01;2388.11;9050.32;1.30;47.55;521.31;2388.15;8125.56;84.927;0.03;392;2388;100.00;38.73;232.775
2;44;-0.0023;0.0003;100.0;518.67;642.77;1591.75;1411.05;14.62;21.61;553.62;2388.12;9049.84;1.30;47.65;520.96;2388.13;8132.18;84.366;0.03;392;2388;100.00;38.79;233.533
2;45;-0.0029;0.0000;100.0;518.67;642.48;1590.52;1406.20;14.62;21.61;553.85;2388.09;9045.99;1.30;47.50;521.65;2388.10;8128.22;84.467;0.03;392;2388;100.00;38.95;232.906
2;46;0.0026;-0.0002;100.0;518.67;642.84;1589.31;1401.67;14.62;21.61;553.83;2388.11;9045.35;1.30;47.42;521.04;2388.10;8128.82;84.455;0.03;394;2388;100.00;38.88;232.310
2;47;-0.0029;-0.0004;100.0;518.67;642.85;1587.58;1403.23;14.62;21.61;554.24;2388.06;9052.32;1.30;47.50;522.23;2388.11;8128.77;84.221;0.03;392;2388;100.00;38.88;232.965
